mlsFNo,created_at,len_val,format_type
RES-1995-2886,Dec 19 2025  8:22PM,19,US_TEXT
RES-1995-2885,Dec 19 2025  8:22PM,19,US_TEXT
RES-1995-2897,Dec 19 2025  8:22PM,19,US_TEXT
RES-1995-2877,Dec 19 2025  8:22PM,19,US_TEXT
RES-1995-2874,Dec 19 2025  8:22PM,19,US_TEXT
RES-1995-2873,Dec 19 2025  8:22PM,19,US_TEXT
RES-1995-2867,Dec 19 2025  8:22PM,19,US_TEXT
RES-1995-2863,Dec 19 2025  8:22PM,19,US_TEXT
RES-1995-2858,Dec 19 2025  8:22PM,19,US_TEXT
RES-1995-2855,Dec 19 2025  8:22PM,19,US_TEXT
RES-1995-2850,Dec 19 2025  8:22PM,19,US_TEXT
RES-1995-2845,Dec 19 2025  8:22PM,19,US_TEXT
RES-1995-2841,Dec 19 2025  8:22PM,19,US_TEXT
RES-1995-2836,Dec 19 2025  8:22PM,19,US_TEXT
RES-1995-2835,Dec 19 2025  8:22PM,19,US_TEXT
RES-1995-2834,Dec 19 2025  8:22PM,19,US_TEXT
RES-1995-2823,Dec 19 2025  8:22PM,19,US_TEXT
RES-1995-2822,Dec 19 2025  8:22PM,19,US_TEXT
RES-1995-2833,Dec 19 2025  8:22PM,19,US_TEXT
RES-1997-558,Dec 19 2025  8:22PM,19,US_TEXT
RES-1997-556,Dec 19 2025  8:22PM,19,US_TEXT
RES-1997-552,Dec 19 2025  8:22PM,19,US_TEXT
RES-1997-551,Dec 19 2025  8:22PM,19,US_TEXT
RES-1997-544,Dec 19 2025  8:22PM,19,US_TEXT
RES-1997-543,Dec 19 2025  8:22PM,19,US_TEXT
RES-1997-542,Dec 19 2025  8:22PM,19,US_TEXT
RES-1997-541,Dec 19 2025  8:22PM,19,US_TEXT
RES-1997-540,Dec 19 2025  8:22PM,19,US_TEXT
RES-1997-539,Dec 19 2025  8:22PM,19,US_TEXT
RES-1997-537,Dec 19 2025  8:22PM,19,US_TEXT
RES-1997-532,Dec 19 2025  8:22PM,19,US_TEXT
RES-1997-525,Dec 19 2025  8:22PM,19,US_TEXT
RES-1997-524,Dec 19 2025  8:22PM,19,US_TEXT
RES-1997-521,Dec 19 2025  8:22PM,19,US_TEXT
RES-1997-520,Dec 19 2025  8:22PM,19,US_TEXT
RES-1997-519,Dec 19 2025  8:22PM,19,US_TEXT
RES-1997-514,Dec 19 2025  8:22PM,19,US_TEXT
RES-1997-511,Dec 19 2025  8:22PM,19,US_TEXT
RES-1997-505,Dec 19 2025  8:22PM,19,US_TEXT
RES-1997-504,Dec 19 2025  8:22PM,19,US_TEXT
RES-1997-503,Dec 19 2025  8:22PM,19,US_TEXT
RES-1997-502,Dec 19 2025  8:22PM,19,US_TEXT
RES-1997-501,Dec 19 2025  8:22PM,19,US_TEXT
RES-1997-500,Dec 19 2025  8:22PM,19,US_TEXT
RES-1997-499,Dec 19 2025  8:22PM,19,US_TEXT
RES-1997-498,Dec 19 2025  8:22PM,19,US_TEXT
RES-1997-497,Dec 19 2025  8:22PM,19,US_TEXT
RES-1997-496,Dec 19 2025  8:22PM,19,US_TEXT
RES-1996-625,Dec 19 2025  8:22PM,19,US_TEXT
RES-1996-624,Dec 19 2025  8:22PM,19,US_TEXT
RES-1996-622,Dec 19 2025  8:22PM,19,US_TEXT
RES-1993-495,Dec 19 2025  8:22PM,19,US_TEXT
RES-1993-497,Dec 19 2025  8:22PM,19,US_TEXT
RES-1993-469,Dec 19 2025  8:22PM,19,US_TEXT
RES-1993-463,Dec 19 2025  8:22PM,19,US_TEXT
RES-1993-449,Dec 19 2025  8:22PM,19,US_TEXT
RES-1993-448,Dec 19 2025  8:22PM,19,US_TEXT
RES-1993-447,Dec 19 2025  8:22PM,19,US_TEXT
RES-1993-446,Dec 19 2025  8:22PM,19,US_TEXT
RES-1993-443,Dec 19 2025  8:22PM,19,US_TEXT
RES-1993-439,Dec 19 2025  8:22PM,19,US_TEXT
RES-1993-438,Dec 19 2025  8:22PM,19,US_TEXT
RES-1993-433,Dec 19 2025  8:22PM,19,US_TEXT
RES-1993-420,Dec 19 2025  8:22PM,19,US_TEXT
RES-1993-418,Dec 19 2025  8:22PM,19,US_TEXT
RES-1993-417,Dec 19 2025  8:22PM,19,US_TEXT
RES-1993-399,Dec 19 2025  8:22PM,19,US_TEXT
RES-1993-398,Dec 19 2025  8:22PM,19,US_TEXT
RES-1993-374,Dec 19 2025  8:22PM,19,US_TEXT
RES-1993-360,Dec 19 2025  8:22PM,19,US_TEXT
RES-1993-353,Dec 19 2025  8:22PM,19,US_TEXT
RES-1993-350,Dec 19 2025  8:22PM,19,US_TEXT
RES-1993-347,Dec 19 2025  8:22PM,19,US_TEXT
RES-1993-346,Dec 19 2025  8:22PM,19,US_TEXT
RES-1993-344,Dec 19 2025  8:22PM,19,US_TEXT
RES-1993-339,Dec 19 2025  8:22PM,19,US_TEXT
RES-1993-336,Dec 19 2025  8:22PM,19,US_TEXT
RES-1993-333,Dec 19 2025  8:22PM,19,US_TEXT
RES-1993-271,Dec 19 2025  8:22PM,19,US_TEXT
RES-1993-258,Dec 19 2025  8:22PM,19,US_TEXT
RES-1993-247,Dec 19 2025  8:22PM,19,US_TEXT
RES-1993-245,Dec 19 2025  8:22PM,19,US_TEXT
RES-1993-243,Dec 19 2025  8:22PM,19,US_TEXT
RES-1993-240,Dec 19 2025  8:22PM,19,US_TEXT
RES-1993-231,Dec 19 2025  8:22PM,19,US_TEXT
RES-1993-207,Dec 19 2025  8:22PM,19,US_TEXT
RES-1993-204,Dec 19 2025  8:22PM,19,US_TEXT
RES-1993-203,Dec 19 2025  8:22PM,19,US_TEXT
RES-1993-198,Dec 19 2025  8:22PM,19,US_TEXT
RES-1993-190,Dec 19 2025  8:22PM,19,US_TEXT
RES-1993-188,Dec 19 2025  8:22PM,19,US_TEXT
RES-1993-188,Dec 19 2025  8:22PM,19,US_TEXT
RES-1993-181,Dec 19 2025  8:22PM,19,US_TEXT
RES-1993-176,Dec 19 2025  8:22PM,19,US_TEXT
RES-1993-175,Dec 19 2025  8:22PM,19,US_TEXT
RES-1993-180,Dec 19 2025  8:22PM,19,US_TEXT
RES-1993-174,Dec 19 2025  8:22PM,19,US_TEXT
RES-1993-172,Dec 19 2025  8:22PM,19,US_TEXT
RES-1993-271,Dec 19 2025  8:22PM,19,US_TEXT
RES-1993-190,Dec 19 2025  8:22PM,19,US_TEXT
RES-1993-164,Dec 19 2025  8:22PM,19,US_TEXT
RES-1993-152,Dec 19 2025  8:22PM,19,US_TEXT
RES-1993-324,Dec 19 2025  8:22PM,19,US_TEXT
RES-1993-308,Dec 19 2025  8:22PM,19,US_TEXT
RES-1993-307,Dec 19 2025  8:22PM,19,US_TEXT
RES-1993-306,Dec 19 2025  8:22PM,19,US_TEXT
RES-1993-305,Dec 19 2025  8:22PM,19,US_TEXT
RES-1993-302,Dec 19 2025  8:22PM,19,US_TEXT
RES-1993-300,Dec 19 2025  8:22PM,19,US_TEXT
RES-1993-299,Dec 19 2025  8:22PM,19,US_TEXT
RES-1993-298,Dec 19 2025  8:22PM,19,US_TEXT
RES-1993-296,Dec 19 2025  8:22PM,19,US_TEXT
RES-1993-292,Dec 19 2025  8:22PM,19,US_TEXT
RES-1993-291,Dec 19 2025  8:22PM,19,US_TEXT
RES-1993-290,Dec 19 2025  8:22PM,19,US_TEXT
RES-1993-288,Dec 19 2025  8:22PM,19,US_TEXT
RES-1993-277,Dec 19 2025  8:22PM,19,US_TEXT
RES-1993-128,Dec 19 2025  8:22PM,19,US_TEXT
RES-1993-113,Dec 19 2025  8:22PM,19,US_TEXT
RES-1993-87,Dec 19 2025  8:22PM,19,US_TEXT
RES-1993-82,Dec 19 2025  8:22PM,19,US_TEXT
RES-1993-81,Dec 19 2025  8:22PM,19,US_TEXT
RES-1993-78,Dec 19 2025  8:22PM,19,US_TEXT
RES-1993-75,Dec 19 2025  8:22PM,19,US_TEXT
RES-1993-74,Dec 19 2025  8:22PM,19,US_TEXT
RRES-1993-35,Dec 19 2025  8:22PM,19,US_TEXT
RES-1993-34,Dec 19 2025  8:22PM,19,US_TEXT
RES-1993-30,Dec 19 2025  8:22PM,19,US_TEXT
RES-1993-24,Dec 19 2025  8:22PM,19,US_TEXT
RES-1993-20,Dec 19 2025  8:22PM,19,US_TEXT
RES-1993-12,Dec 19 2025  8:22PM,19,US_TEXT
RES-1993-005,Dec 19 2025  8:22PM,19,US_TEXT
RES-1993-004,Dec 19 2025  8:22PM,19,US_TEXT
RES-1993-003,Dec 19 2025  8:22PM,19,US_TEXT
RES-1993-2,Dec 19 2025  8:22PM,19,US_TEXT
RES-1994-2425,Dec 19 2025  8:22PM,19,US_TEXT
RES-1994-2424,Dec 19 2025  8:22PM,19,US_TEXT
RES-1994-2423,Dec 19 2025  8:22PM,19,US_TEXT
RES-1994-2420,Dec 19 2025  8:22PM,19,US_TEXT
RES-1994-2418,Dec 19 2025  8:22PM,19,US_TEXT
RES-1994-2411,Dec 19 2025  8:22PM,19,US_TEXT
RES-1994-2408,Dec 19 2025  8:22PM,19,US_TEXT
RES-1994-2379,Dec 19 2025  8:22PM,19,US_TEXT
RES-1994-2378,Dec 19 2025  8:22PM,19,US_TEXT
RES-1994-2375,Dec 19 2025  8:22PM,19,US_TEXT
RES-1994-2361,Dec 19 2025  8:22PM,19,US_TEXT
RES-1994-2357,Dec 19 2025  8:22PM,19,US_TEXT
RES-1994-2341,Dec 19 2025  8:22PM,19,US_TEXT
RES-1994-2327,Dec 19 2025  8:22PM,19,US_TEXT
RES-1994-2326,Dec 19 2025  8:22PM,19,US_TEXT
RES-1994-2335,Dec 19 2025  8:22PM,19,US_TEXT
RES-1994-2322,Dec 19 2025  8:22PM,19,US_TEXT
RES-1994-2316,Dec 19 2025  8:22PM,19,US_TEXT
RES-1994-2314,Dec 19 2025  8:22PM,19,US_TEXT
RES-1994-2313,Dec 19 2025  8:22PM,19,US_TEXT
RES-1994-2299,Dec 19 2025  8:22PM,19,US_TEXT
RES-1994-2298,Dec 19 2025  8:22PM,19,US_TEXT
RES-1994-2295,Dec 19 2025  8:22PM,19,US_TEXT
RES-1994-2287,Dec 19 2025  8:22PM,19,US_TEXT
RES-1992-2286,Dec 19 2025  8:22PM,19,US_TEXT
RES-1994-2282,Dec 19 2025  8:22PM,19,US_TEXT
RES-1994-2268,Dec 19 2025  8:22PM,19,US_TEXT
RES-1994-2264,Dec 19 2025  8:22PM,19,US_TEXT
RES-1994-2263,Dec 19 2025  8:22PM,19,US_TEXT
RES-1994-2262,Dec 19 2025  8:22PM,19,US_TEXT
RES-1994-2261,Dec 19 2025  8:22PM,19,US_TEXT
RES-1994-2260,Dec 19 2025  8:22PM,19,US_TEXT
RES-1994-2259,Dec 19 2025  8:22PM,19,US_TEXT
RES-1994-2258,Dec 19 2025  8:22PM,19,US_TEXT
RES-1994-2257,Dec 19 2025  8:22PM,19,US_TEXT
RES-1994-2256,Dec 19 2025  8:22PM,19,US_TEXT
RES-1994-2255,Dec 19 2025  8:22PM,19,US_TEXT
RES-1994-2254,Dec 19 2025  8:22PM,19,US_TEXT
RES-1994-2253,Dec 19 2025  8:22PM,19,US_TEXT
RES-1994-2252,Dec 19 2025  8:22PM,19,US_TEXT
RES-1994-2251,Dec 19 2025  8:22PM,19,US_TEXT
RES-1994-2250,Dec 19 2025  8:22PM,19,US_TEXT
RES-1994-2249,Dec 19 2025  8:22PM,19,US_TEXT
RES-1994-2248,Dec 19 2025  8:22PM,19,US_TEXT
RES-1994-2247,Dec 19 2025  8:22PM,19,US_TEXT
RES-1994-2246,Dec 19 2025  8:22PM,19,US_TEXT
RES-1994-2245,Dec 19 2025  8:22PM,19,US_TEXT
RES-1994-2244,Dec 19 2025  8:22PM,19,US_TEXT
RES-1994-2243,Dec 19 2025  8:22PM,19,US_TEXT
RES-1994-2242,Dec 19 2025  8:22PM,19,US_TEXT
RES-1994-2241,Dec 19 2025  8:22PM,19,US_TEXT
RES-1994-2240,Dec 19 2025  8:22PM,19,US_TEXT
RES-1994-2239,Dec 19 2025  8:22PM,19,US_TEXT
RES-1994-2237,Dec 19 2025  8:22PM,19,US_TEXT
RES-1994-2234,Dec 19 2025  8:22PM,19,US_TEXT
RES-1994-2224,Dec 19 2025  8:22PM,19,US_TEXT
RES-1994-2223,Dec 19 2025  8:22PM,19,US_TEXT
RES-1994-2222,Dec 19 2025  8:22PM,19,US_TEXT
RES-1994-2221,Dec 19 2025  8:22PM,19,US_TEXT
RES-1994-2210,Dec 19 2025  8:22PM,19,US_TEXT
RES-1994-2209,Dec 19 2025  8:22PM,19,US_TEXT
RES-1994-2206,Dec 19 2025  8:22PM,19,US_TEXT
RES-1994-2205,Dec 19 2025  8:22PM,19,US_TEXT
RES-1994-2204,Dec 19 2025  8:22PM,19,US_TEXT
RES-1994-2201,Dec 19 2025  8:22PM,19,US_TEXT
RES-1994-2199,Dec 19 2025  8:22PM,19,US_TEXT
RES-1994-2198,Dec 19 2025  8:22PM,19,US_TEXT
RES01994-2196,Dec 19 2025  8:22PM,19,US_TEXT
RES-1994-2195,Dec 19 2025  8:22PM,19,US_TEXT
RES-1994-2193,Dec 19 2025  8:22PM,19,US_TEXT
RES-1994-2192,Dec 19 2025  8:22PM,19,US_TEXT
RES-1994-2162,Dec 19 2025  8:22PM,19,US_TEXT
RES-1994-2161,Dec 19 2025  8:22PM,19,US_TEXT
RES-1994-2160,Dec 19 2025  8:22PM,19,US_TEXT
RES-1994-2158,Dec 19 2025  8:22PM,19,US_TEXT
RES-1994-2159,Dec 19 2025  8:22PM,19,US_TEXT
RES-1994-2157,Dec 19 2025  8:22PM,19,US_TEXT
RES-1994-2156,Dec 19 2025  8:22PM,19,US_TEXT
RES-1994-2155,Dec 19 2025  8:22PM,19,US_TEXT
RES-1994-2154,Dec 19 2025  8:22PM,19,US_TEXT
RES-1994-2153,Dec 19 2025  8:22PM,19,US_TEXT
RES-1994-2152,Dec 19 2025  8:22PM,19,US_TEXT
RES-1994-2151,Dec 19 2025  8:22PM,19,US_TEXT
RES-1994-2150,Dec 19 2025  8:22PM,19,US_TEXT
RES-1994-2149,Dec 19 2025  8:22PM,19,US_TEXT
RES-1994-2148,Dec 19 2025  8:22PM,19,US_TEXT
RES-1994-2147,Dec 19 2025  8:22PM,19,US_TEXT
RES-1994-2146,Dec 19 2025  8:22PM,19,US_TEXT
RES-1994-2145,Dec 19 2025  8:22PM,19,US_TEXT
RES-1994-2144,Dec 19 2025  8:22PM,19,US_TEXT
RES-1994-2143,Dec 19 2025  8:22PM,19,US_TEXT
RES-1994-2142,Dec 19 2025  8:22PM,19,US_TEXT
RES-1994-2141,Dec 19 2025  8:22PM,19,US_TEXT
RES-1994-2140,Dec 19 2025  8:22PM,19,US_TEXT
RES-1994-2136,Dec 19 2025  8:22PM,19,US_TEXT
RES-1994-2134,Dec 19 2025  8:22PM,19,US_TEXT
RES-1994-2132,Dec 19 2025  8:22PM,19,US_TEXT
RES-1994-2129,Dec 19 2025  8:22PM,19,US_TEXT
RES-1992-1371,Dec 19 2025  8:22PM,19,US_TEXT
RES-1992-1370,Dec 19 2025  8:22PM,19,US_TEXT
RES-1992-1368,Dec 19 2025  8:22PM,19,US_TEXT
RES-1992-1367,Dec 19 2025  8:22PM,19,US_TEXT
RES-1992-1365,Dec 19 2025  8:22PM,19,US_TEXT
RES-1992-1363,Dec 19 2025  8:22PM,19,US_TEXT
RES-1992-1362,Dec 19 2025  8:22PM,19,US_TEXT
RES-1992-1361,Dec 19 2025  8:22PM,19,US_TEXT
RES-1992-1360,Dec 19 2025  8:22PM,19,US_TEXT
RES-1992-1359,Dec 19 2025  8:22PM,19,US_TEXT
RES-1992-1358,Dec 19 2025  8:22PM,19,US_TEXT
RES-1993-1546,Dec 19 2025  8:10PM,19,US_TEXT
RES-1993-1543,Dec 19 2025  8:10PM,19,US_TEXT
RES-1993-1542,Dec 19 2025  8:10PM,19,US_TEXT
RES-1993-1541,Dec 19 2025  8:10PM,19,US_TEXT
RES-1993-1538,Dec 19 2025  8:10PM,19,US_TEXT
RES-1993-1537,Dec 19 2025  8:10PM,19,US_TEXT
RES-1993-1536,Dec 19 2025  8:10PM,19,US_TEXT
RES-1993-1534,Dec 19 2025  8:10PM,19,US_TEXT
RES-1993-1531,Dec 19 2025  8:10PM,19,US_TEXT
RES-1993-1530,Dec 19 2025  8:10PM,19,US_TEXT
RES-1993-1526,Dec 19 2025  8:10PM,19,US_TEXT
RES-1993-1525,Dec 19 2025  8:10PM,19,US_TEXT
RES-1993-1524,Dec 19 2025  8:10PM,19,US_TEXT
RES-1993-1523,Dec 19 2025  8:10PM,19,US_TEXT
RES-1993-1521,Dec 19 2025  8:10PM,19,US_TEXT
RES-1993-1521,Dec 19 2025  8:10PM,19,US_TEXT
RES-1993-1519,Dec 19 2025  8:10PM,19,US_TEXT
RES-1993-1515,Dec 19 2025  8:10PM,19,US_TEXT
RES-1993-1514,Dec 19 2025  8:10PM,19,US_TEXT
RES-1993-1513,Dec 19 2025  8:10PM,19,US_TEXT
RES-1993-1512,Dec 19 2025  8:10PM,19,US_TEXT
RES-1993-1512,Dec 19 2025  8:10PM,19,US_TEXT
RES-1993-1511,Dec 19 2025  8:10PM,19,US_TEXT
RES-1993-1510,Dec 19 2025  8:10PM,19,US_TEXT
RES-1993-1508,Dec 19 2025  8:10PM,19,US_TEXT
RES-1993-1503,Dec 19 2025  8:10PM,19,US_TEXT
RES-1993-1501,Dec 19 2025  8:10PM,19,US_TEXT
RES-1993-1500,Dec 19 2025  8:10PM,19,US_TEXT
RES-1993-1499,Dec 19 2025  8:10PM,19,US_TEXT
RES-1993-1498,Dec 19 2025  8:10PM,19,US_TEXT
RES-1993-1496,Dec 19 2025  8:10PM,19,US_TEXT
RES-1993-1495,Dec 19 2025  8:10PM,19,US_TEXT
RES-1993-1494,Dec 19 2025  8:10PM,19,US_TEXT
RES-1993-1493,Dec 19 2025  8:10PM,19,US_TEXT
RES-1993-1492,Dec 19 2025  8:10PM,19,US_TEXT
RES-1993-1492,Dec 19 2025  8:10PM,19,US_TEXT
RES-1993-1491,Dec 19 2025  8:10PM,19,US_TEXT
RES-1993-1490,Dec 19 2025  8:10PM,19,US_TEXT
RES-1993-1485,Dec 19 2025  8:10PM,19,US_TEXT
RES-1993-1484,Dec 19 2025  8:10PM,19,US_TEXT
RES-1993-1479,Dec 19 2025  8:10PM,19,US_TEXT
RES-1993-1473,Dec 19 2025  8:10PM,19,US_TEXT
RES-1993-1466,Dec 19 2025  8:10PM,19,US_TEXT
RES-1993-1465,Dec 19 2025  8:10PM,19,US_TEXT
RES-1993-1464,Dec 19 2025  8:10PM,19,US_TEXT
RES-1993-1463,Dec 19 2025  8:10PM,19,US_TEXT
RES-1993-1459,Dec 19 2025  8:10PM,19,US_TEXT
RES-1993-1458,Dec 19 2025  8:10PM,19,US_TEXT
RES-1993-1455,Dec 19 2025  8:10PM,19,US_TEXT
RES-1993-1454,Dec 19 2025  8:10PM,19,US_TEXT
RES-1993-1452,Dec 19 2025  8:10PM,19,US_TEXT
RES-1993-1451,Dec 19 2025  8:10PM,19,US_TEXT
RES-1993-1443,Dec 19 2025  8:10PM,19,US_TEXT
RES-1993-1442,Dec 19 2025  8:10PM,19,US_TEXT
RES-1993-1441,Dec 19 2025  8:10PM,19,US_TEXT
RES-1993-1440,Dec 19 2025  8:10PM,19,US_TEXT
RES-1993-1439,Dec 19 2025  8:10PM,19,US_TEXT
RES-1993-1420,Dec 19 2025  8:10PM,19,US_TEXT
RES-1993-1419,Dec 19 2025  8:10PM,19,US_TEXT
RES-2005-1415,Dec 19 2025  8:10PM,19,US_TEXT
RES-1993-1440,Dec 19 2025  8:10PM,19,US_TEXT
RES-1993-1397,Dec 19 2025  8:10PM,19,US_TEXT
RES-1993-1393,Dec 19 2025  8:10PM,19,US_TEXT
RES-1993-1390,Dec 19 2025  8:10PM,19,US_TEXT
RES-1993-1374,Dec 19 2025  8:10PM,19,US_TEXT
RES-1988-1373,Dec 19 2025  8:10PM,19,US_TEXT
RES-1993-1370,Dec 19 2025  8:10PM,19,US_TEXT
RES-1993-1369,Dec 19 2025  8:10PM,19,US_TEXT
RES-1993-1367,Dec 19 2025  8:10PM,19,US_TEXT
RES-1993-1366,Dec 19 2025  8:10PM,19,US_TEXT
RES-1993-1363,Dec 19 2025  8:10PM,19,US_TEXT
RES-1993-1359,Dec 19 2025  8:10PM,19,US_TEXT
RES-1993-1356,Dec 19 2025  8:10PM,19,US_TEXT
RES-1993-1350,Dec 19 2025  8:10PM,19,US_TEXT
RES-1993-1349,Dec 19 2025  8:10PM,19,US_TEXT
RES-1993-1345,Dec 19 2025  8:10PM,19,US_TEXT
RES-1993-1362,Dec 19 2025  8:10PM,19,US_TEXT
RES-1993-1361,Dec 19 2025  8:10PM,19,US_TEXT
RES-1993-1360,Dec 19 2025  8:10PM,19,US_TEXT
RES-1993-1394,Dec 19 2025  8:10PM,19,US_TEXT
RES-1993-1338,Dec 19 2025  8:10PM,19,US_TEXT
RES-1993-1336,Dec 19 2025  8:10PM,19,US_TEXT
RES-1993-1332,Dec 19 2025  8:10PM,19,US_TEXT
RES-1993-1333,Dec 19 2025  8:10PM,19,US_TEXT
RES-1993-1330,Dec 19 2025  8:10PM,19,US_TEXT
RES-1993-1328,Dec 19 2025  8:10PM,19,US_TEXT
RES-1993-1320,Dec 19 2025  8:10PM,19,US_TEXT
RES-1993-1314,Dec 19 2025  8:10PM,19,US_TEXT
RES-1993-1312,Dec 19 2025  8:10PM,19,US_TEXT
RES-1993-1311,Dec 19 2025  8:10PM,19,US_TEXT
RES-1993-1310,Dec 19 2025  8:10PM,19,US_TEXT
RES-1993-1309,Dec 19 2025  8:10PM,19,US_TEXT
RES-1993-1294,Dec 19 2025  8:10PM,19,US_TEXT
RES-1994-2211,Dec 19 2025  8:10PM,19,US_TEXT
RES-1994-2214,Dec 19 2025  8:10PM,19,US_TEXT
RES-1994-2216,Dec 19 2025  8:10PM,19,US_TEXT
RES-1994-2217,Dec 19 2025  8:10PM,19,US_TEXT
RES-1994-2218,Dec 19 2025  8:10PM,19,US_TEXT
RES-1994-2219,Dec 19 2025  8:10PM,19,US_TEXT
RES-1994-2220,Dec 19 2025  8:10PM,19,US_TEXT
RES-1994-2605,Dec 19 2025  8:10PM,19,US_TEXT
RES-1995-5,Dec 19 2025  8:10PM,19,US_TEXT
RE-1995-4,Dec 19 2025  8:10PM,19,US_TEXT
RES-1994-2610,Dec 19 2025  8:10PM,19,US_TEXT
RES-1994-6835,Dec 19 2025  8:10PM,19,US_TEXT
RES-1994-6302,Dec 19 2025  8:10PM,19,US_TEXT
RES-1994-2636,Dec 19 2025  8:10PM,19,US_TEXT
RES-1994-2635,Dec 19 2025  8:10PM,19,US_TEXT
RES-1994-2818,Dec 19 2025  8:10PM,19,US_TEXT
RES-1994-2634,Dec 19 2025  8:10PM,19,US_TEXT
RES-1994-2632,Dec 19 2025  8:10PM,19,US_TEXT
RES-1994-2630,Dec 19 2025  8:10PM,19,US_TEXT
RES-1994-2608,Dec 19 2025  8:10PM,19,US_TEXT
RES-1994-2603,Dec 19 2025  8:10PM,19,US_TEXT
RES-1994-2602,Dec 19 2025  8:10PM,19,US_TEXT
RES-1994-2601,Dec 19 2025  8:10PM,19,US_TEXT
RES-1994-2600,Dec 19 2025  8:10PM,19,US_TEXT
RES-1994-2594,Dec 19 2025  8:10PM,19,US_TEXT
RES-1994-2593,Dec 19 2025  8:10PM,19,US_TEXT
RES-1994-2592,Dec 19 2025  8:10PM,19,US_TEXT
RES-1994-2591,Dec 19 2025  8:10PM,19,US_TEXT
RES-1994-2588,Dec 19 2025  8:10PM,19,US_TEXT
RES-1994-2577,Dec 19 2025  8:10PM,19,US_TEXT
RES-1994-2576,Dec 19 2025  8:10PM,19,US_TEXT
RES-1994-2572,Dec 19 2025  8:10PM,19,US_TEXT
RES-1994-2567,Dec 19 2025  8:10PM,19,US_TEXT
RES-1994-2565,Dec 19 2025  8:10PM,19,US_TEXT
RES-1994-2564,Dec 19 2025  8:10PM,19,US_TEXT
RES-1994-2562,Dec 19 2025  8:10PM,19,US_TEXT
RES-1994-2561,Dec 19 2025  8:10PM,19,US_TEXT
RES-1994-2560,Dec 19 2025  8:10PM,19,US_TEXT
RES-1994-2552,Dec 19 2025  8:10PM,19,US_TEXT
RES-1994-2531,Dec 19 2025  8:10PM,19,US_TEXT
RES-1994-2522,Dec 19 2025  8:10PM,19,US_TEXT
RES-1994-2516,Dec 19 2025  8:10PM,19,US_TEXT
RES-1994-2515,Dec 19 2025  8:10PM,19,US_TEXT
RES-1994-2512,Dec 19 2025  8:10PM,19,US_TEXT
RES-1994-2511,Dec 19 2025  8:10PM,19,US_TEXT
RES-1994-2510,Dec 19 2025  8:10PM,19,US_TEXT
RES-1994-2504,Dec 19 2025  8:10PM,19,US_TEXT
RES-1994-2503,Dec 19 2025  8:10PM,19,US_TEXT
RES-1994-2500,Dec 19 2025  8:10PM,19,US_TEXT
RES-1994-2499,Dec 19 2025  8:10PM,19,US_TEXT
RES-1994-2498,Dec 19 2025  8:10PM,19,US_TEXT
RES-1994-2496,Dec 19 2025  8:10PM,19,US_TEXT
RES-1994-2494,Dec 19 2025  8:10PM,19,US_TEXT
RES-1994-2491,Dec 19 2025  8:10PM,19,US_TEXT
RES-1994-2490,Dec 19 2025  8:10PM,19,US_TEXT
RES-1994-2489,Dec 19 2025  8:10PM,19,US_TEXT
RES-1994-2482,Dec 19 2025  8:10PM,19,US_TEXT
RES-1994-2481,Dec 19 2025  8:10PM,19,US_TEXT
RES-1994-2480,Dec 19 2025  8:10PM,19,US_TEXT
RES-1994-2496,Dec 19 2025  8:10PM,19,US_TEXT
RES-1994-2459,Dec 19 2025  8:10PM,19,US_TEXT
RES-1994-2456,Dec 19 2025  8:10PM,19,US_TEXT
RES-1994-2435,Dec 19 2025  8:10PM,19,US_TEXT
RES-1994-2431,Dec 19 2025  8:10PM,19,US_TEXT
RES-1994-2429,Dec 19 2025  8:10PM,19,US_TEXT
RES-1994-2428,Dec 19 2025  8:10PM,19,US_TEXT
RES-1994-2427,Dec 19 2025  8:10PM,19,US_TEXT
RES-1994-2425,Dec 19 2025  8:10PM,19,US_TEXT
RES-1994-2220,Dec 19 2025  8:10PM,19,US_TEXT
RES-1994-2219,Dec 19 2025  8:10PM,19,US_TEXT
RES-1994-2218,Dec 19 2025  8:10PM,19,US_TEXT
RES-1994-2217,Dec 19 2025  8:10PM,19,US_TEXT
RES-1994-2216,Dec 19 2025  8:10PM,19,US_TEXT
RES-1994-2214,Dec 19 2025  8:10PM,19,US_TEXT
RES-1994-2211,Dec 19 2025  8:10PM,19,US_TEXT
RES-1994-2110,Dec 19 2025  8:10PM,19,US_TEXT
RES-1994-2109,Dec 19 2025  8:10PM,19,US_TEXT
RES-1994-2108,Dec 19 2025  8:10PM,19,US_TEXT
RES-1994-2099,Dec 19 2025  8:10PM,19,US_TEXT
RES-1994-2098,Dec 19 2025  8:10PM,19,US_TEXT
RES-1994-2088,Dec 19 2025  8:10PM,19,US_TEXT
RES-1994-2075,Dec 19 2025  8:10PM,19,US_TEXT
RES-1994-2074,Dec 19 2025  8:10PM,19,US_TEXT
RES-1994-2073,Dec 19 2025  8:10PM,19,US_TEXT
RES-1994-2059,Dec 19 2025  8:10PM,19,US_TEXT
RES-1994-2058,Dec 19 2025  8:10PM,19,US_TEXT
RES-1994-2057,Dec 19 2025  8:10PM,19,US_TEXT
RES-1994-2056,Dec 19 2025  8:10PM,19,US_TEXT
RES-1994-2055,Dec 19 2025  8:10PM,19,US_TEXT
RES-1994-2054,Dec 19 2025  8:10PM,19,US_TEXT
